"SEX","GEO","UNIT","TIME","AGE","ICD10","Value","Flag and Footnotes"
"Total","Norway","Rate","2012","Less than 65 years","Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)","1.32",""
"Total","Norway","Rate","2012","Less than 65 years","Mental and behavioural disorders (F00-F99)","3.71",""
"Total","Norway","Rate","2012","Less than 65 years","Dementia","0.32",""
"Total","Norway","Rate","2012","Less than 65 years","Mental and behavioural disorders due to use of alcohol","2.27",""
"Total","Norway","Rate","2012","Less than 65 years","Drug dependence, toxicomania (F11-F16, F18-F19)","0.64",""
"Total","Norway","Rate","2012","Less than 65 years","Other mental and behavioural disorders (remainder of F00-F99)","0.48",""
"Total","Norway","Rate","2012","Less than 65 years","Diseases of the nervous system and the sense organs (G00-H95)","6.87",""
"Total","Norway","Rate","2012","Less than 65 years","Parkinson disease","0.13",""
"Total","Norway","Rate","2012","Less than 65 years","Alzheimer disease","0.5",""
"Total","Norway","Rate","2012","Less than 65 years","Other diseases of the nervous system and the sense organs (remainder of G00-H95)","6.24",""
"Total","Norway","Rate","2012","Less than 65 years","Diseases of the circulatory system (I00-I99)","29.12",""
"Total","Norway","Rate","2012","Less than 65 years","Ischaemic heart diseases","15.15",""
"Total","Norway","Rate","2012","Less than 65 years","Acute myocardial infarction including subsequent myocardial infarction","9.49",""
"Total","Norway","Rate","2012","Less than 65 years","Other ischaemic heart diseases","5.66",""
"Total","Norway","Rate","2012","Less than 65 years","Other heart diseases","5.43",""
"Total","Norway","Rate","2012","Less than 65 years","Cerebrovascular diseases","5.16",""
"Total","Norway","Rate","2012","Less than 65 years","Other diseases of the circulatory system (remainder of I00-I99)","3.38",""
"Total","Norway","Rate","2012","Less than 65 years","Diseases of the respiratory system (J00-J99)","6.63",""
"Total","Norway","Rate","2012","Less than 65 years","Influenza (including swine flu)","0.17",""
"Total","Norway","Rate","2012","Less than 65 years","Pneumonia","1.12",""
"Total","Norway","Rate","2012","Less than 65 years","Chronic lower respiratory diseases","4.62",""
"Total","Norway","Rate","2012","Less than 65 years","Asthma and status asthmaticus","0.31",""
"Total","Norway","Rate","2012","Less than 65 years","Other lower respiratory diseases","4.31",""
"Total","Norway","Rate","2012","Less than 65 years","Other diseases of the respiratory system (remainder of J00-J99)","0.72",""
"Total","Norway","Rate","2012","Less than 65 years","Diseases of the digestive system (K00-K93)","5.62",""
"Total","Norway","Rate","2012","Less than 65 years","Ulcer of stomach, duodenum and jejunum","0.6",""
"Total","Norway","Rate","2012","Less than 65 years","Chronic liver disease","2.67",""
"Total","Norway","Rate","2012","Less than 65 years","Other diseases of the digestive system (remainder of K00-K93)","2.35",""
"Total","Norway","Rate","2012","Less than 65 years","Diseases of the skin and subcutaneous tissue (L00-L99)","0.1",""
"Total","Norway","Rate","2012","Less than 65 years","Diseases of the musculoskeletal system and connective tissue (M00-M99)","0.69",""
"Total","Norway","Rate","2012","Less than 65 years","Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)","0.08",""
"Total","Norway","Rate","2012","Less than 65 years","Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99)","0.61",""
"Total","Norway","Rate","2012","Less than 65 years","Diseases of the genitourinary system (N00-N99)","0.61",""
"Total","Norway","Rate","2012","Less than 65 years","Diseases of kidney and ureter","0.53",""
"Total","Norway","Rate","2012","Less than 65 years","Other diseases of the genitourinary system (remainder of N00-N99)","0.08",""
"Total","Norway","Rate","2012","Less than 65 years","Pregnancy, childbirth and the puerperium (O00-O99)",":",""
"Total","Norway","Rate","2012","Less than 65 years","Certain conditions originating in the perinatal period (P00-P96)","1.62",""
"Total","Norway","Rate","2012","Less than 65 years","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","2.57",""
"Total","Norway","Rate","2012","Less than 65 years","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","10.39",""
"Total","Norway","Rate","2012","Less than 65 years","Sudden infant death syndrome","0.35",""
"Total","Norway","Rate","2012","Less than 65 years","Ill-defined and unknown causes of mortality","9.83",""
"Total","Norway","Rate","2012","Less than 65 years","Other symptoms, signs and abnormal clinical and laboratory findings (remainder of R00-R99)","0.21",""
"Total","Norway","Rate","2012","Less than 65 years","External causes of morbidity and mortality (V01-Y89)","27.23",""
"Total","Norway","Rate","2012","Less than 65 years","Accidents (V01-X59, Y85, Y86)","15.66",""
"Total","Norway","Rate","2012","Less than 65 years","Transport accidents (V01-V99, Y85)","3.68",""
"Total","Norway","Rate","2012","Less than 65 years","Other accidents (W20-W64, W75-X39, X50-X59, Y86)","2.38",""
"Total","Norway","Rate","2012","Less than 65 years","Falls","1.68",""
"Total","Norway","Rate","2012","Less than 65 years","Accidental drowning and submersion","0.8",""
"Total","Norway","Rate","2012","Less than 65 years","Intentional self-harm","10.8",""
"Total","Norway","Rate","2012","Less than 65 years","Accidental poisoning by and exposure to noxious substances","7.12",""
"Total","Norway","Rate","2012","Less than 65 years","Assault","0.65",""
"Total","Norway","Rate","2012","Less than 65 years","Event of undetermined intent","0.1",""
"Total","Norway","Rate","2012","Less than 65 years","Other external causes of morbidity and mortality (remainder of V01-Y89)","0.02",""
"Total","Norway","Rate","2013","Total","All causes of death (A00-Y89) excluding S00-T98","941.11",""
"Total","Norway","Rate","2013","Total","Certain infectious and parasitic diseases (A00-B99)","23.19",""
"Total","Norway","Rate","2013","Total","Tuberculosis","0.43",""
"Total","Norway","Rate","2013","Total","Viral hepatitis and sequelae of viral hepatitis","0.24",""
"Total","Norway","Rate","2013","Total","Human immunodeficiency virus [HIV] disease","0.08",""
"Total","Norway","Rate","2013","Total","Other infectious and parasitic diseases (remainder of A00-B99)","22.44",""
"Total","Norway","Rate","2013","Total","Neoplasms","259.46",""
"Total","Norway","Rate","2013","Total","Malignant neoplasms (C00-C97)","252.85",""
"Total","Norway","Rate","2013","Total","Malignant neoplasm of lip, oral cavity, pharynx","3.48",""
"Total","Norway","Rate","2013","Total","Malignant neoplasm of oesophagus","5.07",""
"Total","Norway","Rate","2013","Total","Malignant neoplasm of stomach","7.56",""
"Total","Norway","Rate","2013","Total","Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","37",""
"Total","Norway","Rate","2013","Total","Malignant neoplasm of liver and intrahepatic bile ducts","5.41",""
"Total","Norway","Rate","2013","Total","Malignant neoplasm of pancreas","16.97",""
"Total","Norway","Rate","2013","Total","Malignant neoplasm of larynx","0.72",""
"Total","Norway","Rate","2013","Total","Malignant neoplasm of trachea, bronchus and lung","52.45",""
"Total","Norway","Rate","2013","Total","Malignant melanoma of skin","7.63",""
"Total","Norway","Rate","2013","Total","Malignant neoplasm of breast","14.81",""
"Total","Norway","Rate","2013","Total","Malignant neoplasm of cervix uteri","1.71",""
"Total","Norway","Rate","2013","Total","Malignant neoplasm of other parts of uterus","3.82",""
"Total","Norway","Rate","2013","Total","Malignant neoplasm of ovary","6.63",""
"Total","Norway","Rate","2013","Total","Malignant neoplasm of prostate","24.08",""
"Total","Norway","Rate","2013","Total","Malignant neoplasm of kidney, except renal pelvis","6.33",""
"Total","Norway","Rate","2013","Total","Malignant neoplasm of bladder","8.17",""
"Total","Norway","Rate","2013","Total","Malignant neoplasm of brain and central nervous system","6.79",""
"Total","Norway","Rate","2013","Total","Malignant neoplasm of thyroid gland","0.47",""
"Total","Norway","Rate","2013","Total","Hodgkin disease and lymphomas","6.86",""
"Total","Norway","Rate","2013","Total","Other malignant neoplasm of lymphoid, haematopoietic and related tissue","6.42",""
"Total","Norway","Rate","2013","Total","Leukaemia","7.99",""
"Total","Norway","Rate","2013","Total","Other malignant neoplasms (remainder of C00-C97)","22.46",""
"Total","Norway","Rate","2013","Total","Non-malignant neoplasms (benign and uncertain)","6.61",""
"Total","Norway","Rate","2013","Total","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","3.42",""
"Total","Norway","Rate","2013","Total","Endocrine, nutritional and metabolic diseases (E00-E90)","23.59",""
"Total","Norway","Rate","2013","Total","Diabetes mellitus","15.87",""
"Total","Norway","Rate","2013","Total","Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)","7.72",""
"Total","Norway","Rate","2013","Total","Mental and behavioural disorders (F00-F99)","52.27",""
"Total","Norway","Rate","2013","Total","Dementia","46.11",""
"Total","Norway","Rate","2013","Total","Mental and behavioural disorders due to use of alcohol","3.4",""
"Total","Norway","Rate","2013","Total","Drug dependence, toxicomania (F11-F16, F18-F19)","0.5",""
"Total","Norway","Rate","2013","Total","Other mental and behavioural disorders (remainder of F00-F99)","2.25",""
"Total","Norway","Rate","2013","Total","Diseases of the nervous system and the sense organs (G00-H95)","41.45",""
"Total","Norway","Rate","2013","Total","Parkinson disease","8.58",""
"Total","Norway","Rate","2013","Total","Alzheimer disease","17.92",""
"Total","Norway","Rate","2013","Total","Other diseases of the nervous system and the sense organs (remainder of G00-H95)","14.95",""
"Total","Norway","Rate","2013","Total","Diseases of the circulatory system (I00-I99)","288.5",""
"Total","Norway","Rate","2013","Total","Ischaemic heart diseases","104.87",""
"Total","Norway","Rate","2013","Total","Acute myocardial infarction including subsequent myocardial infarction","65.3",""
"Total","Norway","Rate","2013","Total","Other ischaemic heart diseases","39.57",""
"Total","Norway","Rate","2013","Total","Other heart diseases","83.53",""
"Total","Norway","Rate","2013","Total","Cerebrovascular diseases","65.81",""
"Total","Norway","Rate","2013","Total","Other diseases of the circulatory system (remainder of I00-I99)","34.29",""
"Total","Norway","Rate","2013","Total","Diseases of the respiratory system (J00-J99)","97.11",""
"Total","Norway","Rate","2013","Total","Influenza (including swine flu)","2.04",""
"Total","Norway","Rate","2013","Total","Pneumonia","33.96",""
"Total","Norway","Rate","2013","Total","Chronic lower respiratory diseases","51.7",""
"Total","Norway","Rate","2013","Total","Asthma and status asthmaticus","1.96",""
"Total","Norway","Rate","2013","Total","Other lower respiratory diseases","49.73",""
"Total","Norway","Rate","2013","Total","Other diseases of the respiratory system (remainder of J00-J99)","9.41",""
"Total","Norway","Rate","2013","Total","Diseases of the digestive system (K00-K93)","28.22",""
"Total","Norway","Rate","2013","Total","Ulcer of stomach, duodenum and jejunum","3.43",""
"Total","Norway","Rate","2013","Total","Chronic liver disease","4.79",""
"Total","Norway","Rate","2013","Total","Other diseases of the digestive system (remainder of K00-K93)","19.99",""
"Total","Norway","Rate","2013","Total","Diseases of the skin and subcutaneous tissue (L00-L99)","2.52",""
"Total","Norway","Rate","2013","Total","Diseases of the musculoskeletal system and connective tissue (M00-M99)","5.92",""
"Total","Norway","Rate","2013","Total","Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)","1.34",""
"Total","Norway","Rate","2013","Total","Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99)","4.58",""
"Total","Norway","Rate","2013","Total","Diseases of the genitourinary system (N00-N99)","18.87",""
"Total","Norway","Rate","2013","Total","Diseases of kidney and ureter","11.4",""
"Total","Norway","Rate","2013","Total","Other diseases of the genitourinary system (remainder of N00-N99)","7.47",""
"Total","Norway","Rate","2013","Total","Pregnancy, childbirth and the puerperium (O00-O99)","0.04",""
"Total","Norway","Rate","2013","Total","Certain conditions originating in the perinatal period (P00-P96)","1.34",""
"Total","Norway","Rate","2013","Total","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","2.71",""
"Total","Norway","Rate","2013","Total","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","36.56",""
"Total","Norway","Rate","2013","Total","Sudden infant death syndrome","0.13",""
"Total","Norway","Rate","2013","Total","Ill-defined and unknown causes of mortality","24.78",""
"Total","Norway","Rate","2013","Total","Other symptoms, signs and abnormal clinical and laboratory findings (remainder of R00-R99)","11.65",""
"Total","Norway","Rate","2013","Total","External causes of morbidity and mortality (V01-Y89)","55.95",""
"Total","Norway","Rate","2013","Total","Accidents (V01-X59, Y85, Y86)","43.71",""
"Total","Norway","Rate","2013","Total","Transport accidents (V01-V99, Y85)","4.78",""
"Total","Norway","Rate","2013","Total","Other accidents (W20-W64, W75-X39, X50-X59, Y86)","19.59",""
"Total","Norway","Rate","2013","Total","Falls","11.78",""
"Total","Norway","Rate","2013","Total","Accidental drowning and submersion","1.21",""
"Total","Norway","Rate","2013","Total","Intentional self-harm","11.25",""
"Total","Norway","Rate","2013","Total","Accidental poisoning by and exposure to noxious substances","6.35",""
